"date","Jharkhand/Bokara","Jharkhand/Bokaro","Jharkhand/Chatra","Jharkhand/Deoghar","Jharkhand/Dhanbad","Jharkhand/Dumka","Jharkhand/East Singhbhum","Jharkhand/Garhwa","Jharkhand/Giridih","Jharkhand/Godda","Jharkhand/Gumla","Jharkhand/Hazaribagh","Jharkhand/Jamtara","Jharkhand/Khunti","Jharkhand/Koderma","Jharkhand/Latehar","Jharkhand/Lohardaga","Jharkhand/Pakur","Jharkhand/Palamu","Jharkhand/Ramgarh","Jharkhand/Ranchi","Jharkhand/Sahibganj","Jharkhand/Saraikela","Jharkhand/Saraikela-Kharsawan","Jharkhand/Simdega","Jharkhand/West Singhbhum"
"2020-08-19",""," 25.00 %","   .00 %","  5.71 %","  2.65 %","   .00 %","  5.21 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  1.33 %","   .00 %","   .00 %","  9.05 %","   .00 %","   .00 %","   .00 %"," 11.67 %","  9.17 %","  3.18 %","  4.00 %","","   .00 %","  6.67 %","  9.17 %"
"2020-08-20",""," 29.00 %","   .00 %","  5.71 %","  2.65 %","   .00 %","  5.59 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  1.33 %","   .00 %","   .00 %","  9.05 %","   .00 %","   .00 %",""," 11.67 %","  2.50 %","  3.66 %","  4.00 %","","   .00 %","  6.67 %","  9.17 %"
"2020-08-21",""," 32.33 %","   .00 %","  7.94 %","  1.74 %","   .00 %","  4.77 %","  5.00 %","  3.33 %","   .00 %","   .00 %","  1.33 %","   .00 %","   .00 %","  5.71 %","   .00 %","   .00 %","   .00 %","  5.00 %","  2.50 %","  3.38 %","  7.33 %","","   .00 %","  6.67 %","  2.50 %"
"2020-08-22",""," 35.19 %","   .00 %","  7.94 %","   .00 %","   .00 %","  4.88 %","  5.00 %","  3.33 %","   .00 %","   .00 %","  3.83 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  2.50 %","  4.25 %","  3.33 %","","   .00 %","   .00 %","  2.50 %"
"2020-08-23",""," 15.19 %","   .00 %","  2.22 %","   .80 %","   .00 %","  5.42 %","  9.00 %","  3.33 %","   .00 %","   .00 %","  3.61 %","   .00 %","   .00 %","  2.22 %","-20.00 %","   .00 %","   .00 %","  5.00 %","   .00 %","  3.32 %","  3.33 %","","   .00 %","   .00 %","   .00 %"
"2020-08-24",""," 12.69 %","   .00 %","  2.22 %","  1.57 %","   .00 %","  5.17 %","  9.00 %","  3.33 %","   .00 %","   .00 %","  3.61 %","   .00 %","   .00 %","  4.22 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.18 %","  3.33 %","","   .00 %","   .00 %","   .00 %"
"2020-08-25",""," 10.91 %","","  2.22 %","  1.57 %","   .00 %","  5.21 %","  9.00 %","  3.33 %","   .00 %","   .00 %","  3.61 %","   .00 %","   .00 %","  6.04 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.11 %","  3.33 %","","   .00 %","   .00 %","  2.22 %"
"2020-08-26",""," 11.58 %","   .00 %","  2.00 %","  1.57 %","   .00 %","  5.49 %","  4.00 %","   .00 %","   .00 %","   .00 %","  3.61 %","   .00 %","   .00 %","  6.04 %","-20.00 %","   .00 %","   .00 %","   .00 %","  2.22 %","  3.71 %","   .00 %","","   .00 %","   .00 %","  2.22 %"
"2020-08-27",""," 10.39 %"," 20.00 %","  2.00 %","  2.31 %","   .00 %","  5.22 %","  4.00 %","   .00 %","   .00 %","   .00 %","  1.11 %","   .00 %","   .00 %","  7.71 %","-20.00 %"," 10.00 %","   .00 %","   .00 %","  6.22 %","  2.84 %","   .00 %","","   .00 %","   .00 %","  2.22 %"
"2020-08-28",""," 10.39 %"," 20.00 %","  2.00 %","  2.22 %","   .00 %","  5.13 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.02 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  6.22 %","  3.99 %","   .00 %","","   .00 %","   .00 %","  2.22 %"
"2020-08-29","","  7.89 %"," 30.00 %","  2.00 %","  2.14 %","   .00 %","  4.10 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.02 %","   .00 %"," 10.00 %","   .00 %","  4.00 %","  6.22 %","  3.49 %","   .00 %","","   .00 %","   .00 %","  4.22 %"
"2020-08-30","","  5.67 %"," 30.00 %","  2.00 %","  2.81 %"," 10.00 %","  3.78 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.21 %","   .00 %"," 10.00 %","   .00 %","  4.00 %","  6.22 %","  3.42 %","   .00 %","","   .00 %","   .00 %","  3.82 %"
"2020-08-31","","  1.67 %"," 30.00 %","   .00 %","  3.46 %"," 10.00 %","  3.65 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.21 %","   .00 %"," 10.00 %","   .00 %","  4.00 %","  4.00 %","  1.42 %","   .00 %","","   .00 %","   .00 %","  3.82 %"
"2020-09-01","","   .00 %"," 10.00 %","   .00 %","  3.34 %"," 10.00 %","  3.08 %","  3.33 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %","  2.78 %","  2.86 %","","   .00 %","   .00 %","  3.82 %"
"2020-09-02","","  1.54 %"," 16.67 %","   .00 %","  2.63 %"," 10.00 %","  2.96 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.43 %","   .00 %","   .00 %","   .00 %","  7.33 %","   .00 %","  2.05 %","  2.86 %","","   .00 %","   .00 %","  3.82 %"
"2020-09-03","","  1.54 %","  6.67 %","  1.82 %","  2.54 %"," 10.00 %","  2.80 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.43 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","  2.02 %","  2.86 %","","   .00 %","   .00 %","  1.82 %"
"2020-09-04","","  1.54 %","  6.67 %","  1.82 %","  2.46 %","   .00 %","  2.20 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.43 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","  1.67 %","  2.86 %","","   .00 %","   .00 %","   .00 %"
"2020-09-05","","  2.97 %","  6.67 %","  1.82 %","  2.39 %","  6.67 %","  2.23 %","  3.33 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.10 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","  2.30 %","  2.86 %","","   .00 %","   .00 %","   .00 %"
"2020-09-06","","  2.97 %","  6.67 %","  1.82 %","  1.77 %","  6.67 %","  2.29 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.55 %","  2.50 %","","   .00 %","   .00 %","   .00 %"
"2020-09-07","","  1.43 %","   .00 %","  3.48 %","  1.77 %","  6.67 %","  2.12 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.72 %","  2.50 %","","  5.00 %","   .00 %","  1.67 %"
"2020-09-08","","  1.43 %","   .00 %","  1.67 %","  1.16 %","  6.67 %","  2.27 %","   .00 %","  2.50 %","  6.67 %","   .00 %","  1.05 %","   .00 %"," 10.00 %","  2.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.52 %","  2.50 %","","  5.00 %","   .00 %","  4.74 %"
"2020-09-09","","  1.43 %","   .00 %","  1.67 %","  3.35 %","  6.67 %","  2.61 %","   .00 %","  2.50 %","  6.67 %","   .00 %","  1.05 %","   .00 %"," 10.00 %","  2.67 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.67 %","  4.31 %","  2.50 %","","  9.00 %","   .00 %","  4.74 %"
"2020-09-10","","   .00 %","  5.00 %","  1.67 %","  2.78 %","  5.00 %","  2.09 %","   .00 %","   .00 %","  6.67 %","   .00 %","  1.05 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.67 %","  3.94 %","  2.50 %","","  9.00 %","   .00 %","  4.74 %"
"2020-09-11","","  1.33 %","  5.00 %","  3.21 %","  3.75 %","  5.00 %","  2.06 %","   .00 %","   .00 %","  6.67 %","   .00 %","  1.05 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","  1.67 %","  4.08 %","   .00 %","","  9.00 %","   .00 %","  6.08 %"
"2020-09-12","","  3.83 %","  5.00 %","  1.54 %","  4.22 %","  9.00 %","  1.50 %","   .00 %","   .00 %","  6.67 %","   .00 %","  2.05 %","   .00 %"," 10.00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","  3.21 %","  3.87 %","   .00 %","","  4.00 %","   .00 %","  4.41 %"
"2020-09-13","","  3.83 %","  5.00 %","  1.54 %","  4.67 %","  9.00 %","  1.55 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  1.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","  3.21 %","  2.99 %","   .00 %","","  7.33 %","   .00 %","  3.83 %"
"2020-09-14","","  3.83 %","  5.00 %","  1.54 %","  2.34 %","  9.00 %","  1.26 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  1.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","  2.97 %","  2.42 %","   .00 %","","  3.33 %","   .00 %","  3.83 %"
"2020-09-15","","  4.94 %","   .00 %","  1.54 %","  3.21 %","  4.00 %","  1.33 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  1.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","  2.86 %","  2.97 %","  2.40 %","   .00 %","","  3.33 %","   .00 %","  6.06 %"
"2020-09-16","","  3.61 %","   .00 %","   .00 %","  2.23 %","  4.00 %","  1.31 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  1.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %"," 20.00 %","  2.86 %","  2.97 %","  2.09 %","   .00 %","","  3.33 %","   .00 %","  4.72 %"
"2020-09-17","","  1.11 %","   .00 %","   .00 %","  2.60 %","  3.33 %","  1.71 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %"," 20.00 %","  2.86 %","  1.43 %","  1.56 %","   .00 %","","  3.33 %","   .00 %","  5.72 %"
"2020-09-18","","  1.11 %","  4.00 %","   .00 %","  3.35 %","  3.33 %","  1.51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  4.00 %"," 20.00 %","  5.36 %","  1.43 %","  1.54 %","   .00 %","","   .00 %","   .00 %","  4.17 %"
"2020-09-19","","  1.11 %","  7.33 %","   .00 %","  3.28 %","  3.33 %","  1.49 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  1.18 %"," 20.00 %","  4.00 %"," 20.00 %","  5.36 %","  1.33 %","  1.95 %","   .00 %","","   .00 %","   .00 %","  5.99 %"
"2020-09-20","","   .00 %","  7.33 %","   .00 %","  2.41 %","  3.33 %","  1.40 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  1.18 %"," 20.00 %","  4.00 %"," 20.00 %","  2.50 %","  1.33 %","  1.72 %","   .00 %","","   .00 %","   .00 %","  3.77 %"
"2020-09-21","","   .00 %","  7.33 %","  1.43 %","  3.52 %","  3.33 %","  1.30 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  1.18 %"," 20.00 %","   .00 %","   .00 %","  2.50 %","  1.33 %","  1.48 %","   .00 %","","   .00 %","   .00 %","  3.77 %"
"2020-09-22","","  1.05 %","  7.33 %","  1.43 %","  2.69 %","  2.86 %","  1.43 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .95 %"," 20.00 %","   .00 %","  2.29 %"," 20.00 %","   .00 %","   .00 %","  2.50 %","  1.33 %","  1.05 %","   .00 %","","   .00 %","   .00 %","  6.10 %"
"2020-09-23","","  2.05 %","  3.33 %","  1.43 %","  2.19 %","   .36 %","  1.19 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .95 %","   .00 %","   .00 %","  3.34 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  2.58 %","  1.04 %","   .00 %","","   .00 %","   .00 %","  5.87 %"
"2020-09-24","","  2.05 %","   .00 %","  1.43 %","  1.81 %","   .36 %","  1.18 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .95 %","   .00 %","   .00 %","  2.16 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.43 %","   .41 %","   .00 %","","   .00 %","   .00 %","  4.05 %"
"2020-09-25","","  2.05 %","   .00 %","  1.43 %","  2.15 %","   .36 %","  1.24 %","  2.86 %","   .00 %","  3.33 %","   .00 %","   .95 %","   .00 %","   .00 %","  2.16 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.43 %","   .81 %","   .00 %","","   .00 %","   .00 %","  5.43 %"
"2020-09-26","","  3.96 %","   .00 %","   .00 %","  1.37 %","   .36 %","  1.16 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .95 %","   .00 %","   .00 %","  3.16 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.65 %","   .60 %","   .00 %","","  2.86 %","   .00 %","  5.43 %"
"2020-09-27","","  4.64 %","   .00 %","   .00 %","  1.37 %"," -2.50 %","   .92 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .91 %","   .00 %","  6.67 %","  2.05 %","   .00 %","   .00 %","","   .00 %","  4.65 %","   .80 %","   .00 %","","  2.86 %","   .00 %","  2.09 %"
"2020-09-28","","  3.64 %","   .00 %","   .00 %","   .67 %","   .00 %","  1.12 %","  2.50 %","  2.22 %","  3.33 %","   .00 %","   .91 %","   .00 %","  6.67 %","  1.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.40 %","   .98 %","   .00 %","","  2.86 %","   .00 %","  2.02 %"
"2020-09-29","","  5.24 %","   .00 %","   .00 %","  1.00 %","   .00 %","  1.11 %","  2.50 %","  2.22 %","  3.33 %","   .00 %","   .91 %","   .00 %","  6.67 %","  1.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.22 %","  1.94 %","   .00 %","","  2.86 %","   .00 %","  2.02 %"
"2020-09-30","","  6.73 %","   .00 %","   .00 %","   .66 %","   .00 %","  1.03 %","  2.50 %","  2.22 %","   .00 %","   .00 %","   .91 %","   .00 %","  6.67 %","  2.90 %","   .00 %","  3.33 %","","  2.22 %","  7.03 %","  1.72 %","   .00 %","","  2.86 %","   .00 %","   .65 %"
"2020-10-01","","  5.51 %","   .00 %","  1.33 %","   .65 %","   .00 %","   .96 %","  2.50 %","  2.22 %","  2.86 %","   .00 %","  1.78 %","   .00 %","  6.67 %","  1.90 %","   .00 %","  3.33 %","   .00 %","  2.22 %","  1.61 %","  2.80 %","   .00 %","","   .00 %","   .00 %","   .65 %"
"2020-10-02","","  3.77 %","   .00 %","   .08 %","   .97 %","  2.86 %","   .94 %","  2.50 %","  2.22 %","   .36 %","   .00 %","   .87 %","   .00 %","   .00 %","  1.90 %","   .00 %","  3.33 %","   .00 %","  4.22 %","  1.61 %","  3.12 %","   .00 %","","   .00 %","   .00 %","   .65 %"
"2020-10-03","","  3.77 %","   .00 %","   .08 %","   .97 %","  2.86 %","   .74 %","   .00 %","   .00 %","   .36 %","   .00 %","   .87 %","   .00 %","   .00 %","  1.90 %","   .00 %","  3.33 %","   .00 %","  4.22 %","  1.61 %","  3.06 %","   .00 %","","  2.50 %","   .00 %","   .62 %"
"2020-10-04","","  2.17 %","  2.86 %","   .08 %","   .64 %","  2.86 %","   .66 %","   .00 %","   .00 %","   .36 %","   .00 %","   .87 %","   .00 %","   .00 %","  1.90 %"," 20.00 %","","   .00 %","  4.22 %","   .61 %","  2.60 %","   .00 %","","  2.50 %","   .00 %","  1.23 %"
"2020-10-05","","   .69 %","  2.86 %","   .08 %","   .95 %","  2.86 %","   .59 %","   .00 %","   .00 %","   .36 %","   .00 %","   .87 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  3.33 %","   .00 %","  2.00 %"," -3.20 %","  2.58 %","   .00 %","","  2.50 %","   .00 %","  1.82 %"
"2020-10-06","","   .00 %","  2.86 %"," -1.25 %","   .63 %","  2.86 %","   .72 %","   .00 %","  2.00 %"," -2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .87 %"," 20.00 %","   .00 %","   .00 %","  2.00 %","   .00 %","  2.29 %","   .00 %","","  2.50 %","   .00 %","  1.82 %"
"2020-10-07","","   .67 %","  2.86 %","   .00 %","   .93 %","   .00 %","   .52 %","   .00 %","  2.00 %","   .00 %","   .00 %","   .83 %","   .00 %","   .00 %","  1.70 %"," 25.00 %","  2.86 %","   .00 %","   .00 %","   .00 %","  2.08 %","   .00 %","","  2.50 %","   .00 %","  1.82 %"
"2020-10-08","","  1.31 %","  2.86 %","   .00 %","   .93 %","   .00 %","   .45 %","   .00 %","  2.00 %","   .00 %","   .00 %","   .83 %","   .00 %","   .00 %","  1.70 %"," 25.00 %","  2.86 %","   .00 %","  1.82 %","   .95 %","  2.50 %","   .00 %","","   .00 %","   .00 %","  1.19 %"
"2020-10-09","","  1.94 %","   .00 %","   .00 %","  1.23 %","   .00 %","   .39 %","   .00 %","  2.00 %","   .00 %","   .00 %","   .83 %","   .00 %","   .00 %","  1.70 %","  5.00 %","  2.86 %","   .00 %","  1.82 %","   .95 %","  2.45 %","   .00 %","","   .00 %","   .00 %","   .59 %"
"2020-10-10","","  1.94 %","   .00 %","   .00 %","  1.21 %","  2.50 %","   .32 %","   .00 %","  2.00 %","   .00 %","   .00 %","   .83 %","   .00 %","   .00 %","  1.70 %","  5.00 %","  2.86 %","   .00 %","  1.82 %","   .95 %","  2.43 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-10-11","","  1.94 %","   .00 %","   .00 %","  1.79 %","  2.50 %","   .19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .83 %","   .00 %","   .00 %","   .83 %","  5.00 %","  2.86 %","","  1.82 %","   .95 %","  1.63 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-10-12","","  1.88 %","  2.50 %","   .00 %","  1.17 %","  2.50 %","   .32 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.48 %","  1.86 %","  1.75 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-10-13","","  1.23 %","  4.72 %","   .00 %","  1.74 %","  2.50 %","   .32 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.67 %","   .91 %","  1.55 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-10-14","","   .61 %","  4.72 %","   .00 %","  1.99 %","  2.50 %","   .32 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","  1.67 %","   .91 %","  1.38 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-10-15","","  2.96 %","  4.72 %","   .00 %","  1.69 %","   .00 %","   .32 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","  1.67 %","   .91 %","  1.77 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-10-16","","  3.49 %","  4.72 %","  1.33 %","  1.38 %","   .00 %","   .25 %","  2.22 %","  1.82 %","   .00 %","   .00 %","   .80 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","  1.67 %","   .91 %","  1.77 %","   .00 %","","   .00 %","   .00 %","   .57 %"
"2020-10-17","","  3.39 %","  2.22 %","  1.33 %","  1.64 %","   .00 %","   .31 %","  2.22 %","  1.67 %","  2.86 %","   .00 %","   .80 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","  1.35 %","","","   .00 %","   .00 %","   .57 %"
"2020-10-18","","  3.39 %","","  2.58 %","  1.34 %","   .00 %","   .31 %","  2.22 %","  1.67 %","  2.86 %","   .00 %","   .80 %","   .00 %","   .00 %","   .80 %","   .00 %","   .00 %","  3.33 %","  1.54 %","   .00 %","  1.19 %","   .00 %","","   .00 %","   .00 %","   .57 %"
"2020-10-19","","  3.89 %","   .00 %","  3.76 %","   .79 %","   .00 %","   .31 %","  2.22 %","  1.67 %","  2.86 %","   .00 %","   .80 %","   .00 %","   .00 %","   .80 %","   .00 %","   .00 %","","  1.54 %","   .00 %","   .92 %","   .00 %","","   .00 %","   .00 %","   .57 %"
"2020-10-20","","  2.03 %","   .00 %","  3.76 %","  1.05 %","   .00 %","   .37 %","  2.22 %","  1.67 %","  2.86 %","   .00 %","   .80 %","   .00 %","  5.00 %","   .80 %","   .00 %","   .00 %"," -6.67 %","  1.54 %","   .00 %","   .64 %","   .00 %","","  2.22 %","   .00 %","   .57 %"
"2020-10-21","","  1.50 %","","  2.43 %","   .78 %","   .00 %","   .44 %","   .00 %","  1.67 %","  2.86 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .80 %","   .00 %","   .00 %"," -6.67 %","  1.54 %","   .00 %","   .77 %","   .00 %","","  2.22 %","   .00 %","   .00 %"
"2020-10-22","","  1.94 %","","  2.43 %","   .77 %","   .00 %","   .19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  1.57 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %","  1.26 %","   .00 %","","  2.22 %","   .00 %","   .00 %"
"2020-10-23","","  1.94 %","   .00 %","  1.18 %","   .51 %","   .00 %","   .31 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .77 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .88 %","   .00 %","","  2.22 %","   .00 %","   .00 %"
"2020-10-24","","  1.44 %","   .00 %","   .00 %","   .51 %","   .00 %","   .25 %","   .00 %","","  2.50 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .77 %","   .00 %","   .00 %","   .00 %","","   .00 %","  1.12 %","   .00 %","","  2.22 %","   .00 %","   .00 %"
"2020-10-25","","   .95 %","   .00 %","   .00 %","   .25 %","   .00 %","   .25 %","   .00 %","","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .77 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .98 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-10-26","","   .95 %","   .00 %","   .00 %","   .25 %","","   .37 %","   .00 %","","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.51 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .98 %","   .00 %","","  2.00 %","   .00 %","   .00 %"
"2020-10-27","","   .45 %","","   .00 %","   .25 %","   .00 %","   .43 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .74 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .60 %","   .00 %","","  2.00 %","   .00 %","   .00 %"
"2020-10-28","","   .45 %","   .00 %","  1.11 %","   .25 %","   .00 %","   .30 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .74 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .83 %","   .00 %","","  2.00 %","   .00 %","   .00 %"
"2020-10-29","","   .45 %","","  1.11 %","   .25 %","   .00 %","   .30 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .74 %","   .00 %","  2.50 %","   .00 %","  1.43 %","   .87 %","   .71 %","   .00 %","","  2.00 %","   .00 %","   .00 %"
"2020-10-30","","   .45 %","","  1.11 %","   .25 %","   .00 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .74 %","   .00 %","","   .00 %","  1.43 %","   .87 %","   .59 %","   .00 %","","  2.00 %","   .00 %","   .00 %"
"2020-10-31","","   .45 %","   .00 %","  1.11 %","   .50 %","   .00 %","   .06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %","  1.43 %","   .87 %","   .47 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-11-01","","   .00 %","   .00 %","  1.11 %","   .25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %","  1.43 %","   .87 %","   .35 %","","","   .00 %","  5.00 %","   .00 %"
"2020-11-02","","   .00 %","   .00 %","   .00 %","   .25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.50 %","","  1.43 %","   .87 %","   .23 %","   .00 %","","   .00 %","","   .00 %"
"2020-11-03","","   .00 %","   .00 %","   .00 %","   .25 %","   .00 %","   .12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .35 %","   .00 %","","   .00 %","  5.00 %","   .56 %"
"2020-11-04","","   .00 %","   .00 %","   .00 %","   .25 %","   .00 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %","","   .00 %","   .00 %","   .35 %","   .00 %","","   .00 %","  5.00 %","   .56 %"
"2020-11-05","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %","   .00 %","   .00 %","   .35 %","   .00 %","","   .00 %","  5.00 %","   .56 %"
"2020-11-06","","   .00 %","   .00 %","   .00 %","   .24 %","   .00 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %","","   .00 %","   .00 %","   .35 %","   .00 %","","   .00 %","  5.00 %","   .56 %"
"2020-11-07","","   .00 %","   .00 %","   .00 %","   .24 %","   .00 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .77 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %","   .00 %","   .00 %","   .00 %","   .34 %","   .00 %","","   .00 %","   .00 %","   .56 %"
"2020-11-08","","   .00 %","   .00 %","   .00 %","   .24 %","   .00 %","   .12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .77 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %","","","   .00 %","   .11 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2020-11-09","","   .44 %","   .00 %","   .00 %","   .48 %","   .00 %","   .18 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .23 %","   .00 %","","   .00 %","   .00 %","   .00 %"
